filename,filepath,title,duration,bpm,beat_strength,energy,energy_variance,brightness,contrast,dynamic_range,onset_rate,workout_score,bpm_norm,energy_norm,brightness_norm,onset_rate_norm,beat_strength_norm,intensity_score,warmup_score,cooldown_score,motivation_score,phase,sustain_score,cumulative_time,start_time
My Sharona.mp3,/home/pwn/Music/Musica xioami/Music/80music/Disco Oldies - Exitos/My Sharona.mp3,My Sharona,244.1926530612245,143.5546875,0.2509598135948181,0.5022693797945976,0.0343194082379341,0.2368214542403869,21.519044803789377,0.1892598867416381,2.8297329642704323,0.0,0.5523809523809524,0.421984114137061,0.5345450650518564,0.3207412599229465,0.3250303191693892,0.40012989274676236,0.9998701072532377,0.5998701072532376,0.3760865841031229,warmup,,244.1926530612245,0.0
Nowhere man.mp3,/home/pwn/Music/Musica xioami/Music/80music/The Beatles - Exitos/Nowhere man.mp3,Nowhere man,164.31020408163266,123.046875,0.3252256512641907,0.4858244955539703,0.0287048332393169,0.2504690158889816,23.03311902121022,0.1647491306066513,3.578596979332273,0.0,0.4244897959183674,0.4028866265677067,0.5810769767861326,0.4412573662208434,0.48729785606054715,0.40042937177529603,0.999570628224704,0.599570628224704,0.4074603064899855,warmup,,408.5028571428571,244.19265306122446
Could You Be Loved - Bob Marley & The Wailers.m4a,/home/pwn/Music/Musica xioami/Music/likedsongs/Could You Be Loved - Bob Marley & The Wailers.m4a,Could You Be Loved   Bob Marley & The Wailers,240.97668934240363,103.359375,0.342018187046051,0.4249280318617821,0.0444764159619808,0.2085271919730949,22.13931419815984,0.240547314286232,5.203822840383504,0.0,0.3017142857142857,0.3321674021960283,0.43807463697772064,0.7028080465701544,0.5239887964039409,0.4006524089204224,0.9993475910795776,0.5993475910795776,0.3572891630923759,warmup,,649.4795464852607,408.50285714285707
Electric Light - El Ultimo Tren A Londres.mp3,/home/pwn/Music/Musica xioami/Music/80music/Disco Oldies - Exitos/Electric Light - El Ultimo Tren A Londres.mp3,Electric Light   El Ultimo Tren A Londres,273.1102040816327,123.046875,0.2195204794406891,0.6171829998493195,0.0502438284456729,0.2273584471514148,22.166067174681547,0.2670314311981201,2.588698589191774,0.0,0.4244897959183674,0.5554336050810507,0.5022805608171222,0.2819511407769118,0.2563367788446904,0.4008185348014797,0.9991814651985202,0.5991814651985203,0.41043774597212035,warmup,,922.5897505668934,649.4795464852607
John Lennon - Mujer.MP3,/home/pwn/Music/Musica xioami/Music/80music/Baladas Oldies - Exitos/John Lennon - Mujer.MP3,John Lennon   Mujer,211.330612244898,161.4990234375,0.2666561901569366,0.4624298214912414,0.0431219711899757,0.1950702386020368,22.67157043433841,0.213460624217987,2.3943525957972804,0.0,0.6642857142857143,0.37571832969406344,0.3921926118513624,0.2506746714481419,0.3593262005972703,0.40103901628536653,0.9989609837146335,0.5989609837146335,0.3353883303106725,warmup,,1133.9203628117914,922.5897505668934
07 Pretty Maids All In A Row.mp3,/home/pwn/Music/Musica xioami/Music/80music/Eagles - Hotel California/07 Pretty Maids All In A Row.mp3,07 Pretty Maids All In A Row,246.09333333333333,99.38401442307692,0.2487280517816543,0.2293081954121589,0.037747323513031,0.1553036872179586,23.62230162062444,0.2133302688598632,1.6091455816221487,0.0,0.27692307692307694,0.10499356866509117,0.25660695145091866,0.1243098173719717,0.32015401932931903,0.18058609209427634,0.7805860920942763,0.8194139079057237,0.19281003846888192,build,,1380.0136961451246,1133.9203628117914
Foreigner - Quiero Saber Lo Que Es El Amor.MP3,/home/pwn/Music/Musica xioami/Music/80music/Baladas Oldies - Exitos/Foreigner - Quiero Saber Lo Que Es El Amor.MP3,Foreigner   Quiero Saber Lo Que Es El Amor,294.84408163265306,80.74951171875,0.2629469037055969,0.3300932794809341,0.0339731872081756,0.1860946174304982,22.178937878212466,0.196985512971878,1.3871738504474174,0.0,0.16071428571428573,0.2220355533951911,0.3615898695543647,0.08858748566509562,0.35122157544293964,0.18819789299102682,0.7881978929910268,0.8118021070089732,0.26631095675118815,build,,1674.8577777777778,1380.0136961451246
07 - Love.mp3,/home/pwn/Music/Musica xioami/Music/80music/Jhon Lennon - Exitos/07 - Love.mp3,07   Love,204.53333333333333,80.74951171875,0.3259204924106598,0.2673977240920067,0.0491636097431182,0.0864461506833488,25.72648086386792,0.2781371176242828,1.9458930899608864,0.0,0.16071428571428573,0.14922703907705492,0.021834404180683144,0.17850323259055698,0.4888160529180327,0.193292780105784,0.793292780105784,0.806707219894216,0.19442589343122252,build,,1879.391111111111,1674.8577777777778
Michael Bolton - Cuando Un Hombre Ama A Una Mujer.mp3,/home/pwn/Music/Musica xioami/Music/80music/Baladas Oldies - Exitos/Michael Bolton - Cuando Un Hombre Ama A Una Mujer.mp3,Michael Bolton   Cuando Un Hombre Ama A Una Mujer,229.1461224489796,54.978390957446805,0.30293869972229,0.4642441496253013,0.0431915707886219,0.096783622242138,23.085000767594646,0.2714660763740539,1.4183089660282715,0.0,0.0,0.3778253137554859,0.05708043028518512,0.09359811886881508,0.43860186278814844,0.21154622353264108,0.811546223532641,0.7884537764673589,0.2837216914481474,build,,2108.5372335600905,1879.3911111111108
Kenny Rogers - Tu Decoraste Mi Vida.MP3,/home/pwn/Music/Musica xioami/Music/80music/Baladas Oldies - Exitos/Kenny Rogers - Tu Decoraste Mi Vida.MP3,Kenny Rogers   Tu Decoraste Mi Vida,219.61142857142852,89.10290948275862,0.2939369678497314,0.2618823200464248,0.0356193073093891,0.162408833436281,22.780440661029864,0.1585606187582016,2.454334929225645,0.0,0.21280788177339902,0.14282198576933713,0.28083223397412665,0.2603277421339482,0.4189334808705079,0.2140426074593537,0.8140426074593536,0.7859573925406463,0.23087002824245273,build,,2328.148662131519,2108.5372335600905
"The Motto - Drake, Lil Wayne.m4a","/home/pwn/Music/Musica xioami/Music/bass english/The Motto - Drake, Lil Wayne.m4a","The Motto   Drake, Lil Wayne",242.23056689342403,99.38401442307692,0.298960417509079,0.1762687414884567,0.0185237992554903,0.278539354769294,22.252001701098123,0.0887012854218483,3.104480205138037,0.0,0.27692307692307694,0.04339871052125517,0.6767839290433814,0.3649568545028513,0.4299094939136521,0.21720377231559462,0.8172037723155946,0.7827962276844054,0.27230043702080997,build,,2570.379229024943,2328.148662131519
Lucy In The Sky.mp3,/home/pwn/Music/Musica xioami/Music/80music/The Beatles - Exitos/Lucy In The Sky.mp3,Lucy In The Sky,208.45714285714288,95.703125,0.1637731790542602,0.3867801651358604,0.0392148345708847,0.2516180580038372,24.73466785601466,0.202652022242546,1.5350877192982455,0.0,0.253968253968254,0.28786618365684064,0.5849946822081067,0.11239154512425861,0.13453141845396122,0.21947817260766148,0.8194781726076614,0.7805218273923386,0.29765468152606167,build,,2778.836371882086,2570.379229024943
04 Wasted Time.mp3,/home/pwn/Music/Musica xioami/Music/80music/Eagles - Hotel California/04 Wasted Time.mp3,04 Wasted Time,296.7333333333333,117.45383522727272,0.2019409388303756,0.2917036972939968,0.042353119701147,0.1297929448182935,25.18804299799269,0.2400181144475937,1.6479442821837789,0.0,0.3896103896103896,0.17745363005172987,0.1696270466018131,0.13055376584200143,0.2179262681168208,0.22601030885517823,0.8260103088551782,0.7739896911448217,0.1856832368732048,build,,3075.569705215419,2778.836371882086
Journey - Brazos Abiertos.MP3,/home/pwn/Music/Musica xioami/Music/80music/Baladas Oldies - Exitos/Journey - Brazos Abiertos.MP3,Journey   Brazos Abiertos,198.3738775510204,103.359375,0.1533082127571106,0.4127946868538856,0.046361044049263,0.1838784367938974,23.555422407126763,0.2018244415521621,1.1443038912299184,0.0,0.3017142857142857,0.31807691654271303,0.3540337123136213,0.04950196248208501,0.11166593470021423,0.2273175272663601,0.8273175272663601,0.7726824727336399,0.25936079418265373,build,,3273.9435827664397,3075.569705215419
Yesterday.mp3,/home/pwn/Music/Musica xioami/Music/80music/The Beatles - Exitos/Yesterday.mp3,Yesterday,127.45142857142856,95.703125,0.1699252277612686,0.4112395644187927,0.038341112434864,0.1495769574187792,25.807523074247587,0.1906911432743072,1.435841104734577,0.0,0.253968253968254,0.316270948745163,0.23708143528892328,0.09641959920364476,0.1479733699871138,0.22745586094585324,0.8274558609458532,0.7725441390541468,0.2418947576603573,build,,3401.3950113378683,3273.9435827664397
La Chica De Los 7 Vestidos - La Concentracion.MP3,/home/pwn/Music/Musica xioami/Music/80music/Cumbias Oldies - Exitos/La Chica De Los 7 Vestidos - La Concentracion.MP3,La Chica De Los 7 Vestidos   La Concentracion,151.92816326530613,103.359375,0.5040013194084167,1.0,0.0847733691334724,0.2054573989786603,21.731473098291207,0.4621238708496094,5.811957316024759,0.0,0.3017142857142857,1.0,0.42760805398380985,0.8006762811704576,0.877914702732139,0.6863640915443463,0.7136359084556537,0.3136359084556537,0.6871221385601287,sustain,0.8068189197538158,3553.3231746031743,3401.3950113378683
Myron - Lil Uzi Vert.m4a,/home/pwn/Music/Musica xioami/Music/bass english/Myron - Lil Uzi Vert.m4a,Myron   Lil Uzi Vert,225.39609977324264,151.99908088235293,0.3803912997245788,1.0,0.1518223285675048,0.2601699543173617,22.95401309144784,0.5458638072013855,4.534239949263418,0.0,0.6050420168067226,1.0,0.614152717516383,0.5950508019189774,0.6078323329827989,0.696348924530392,0.703651075469608,0.303651075469608,0.6749870633931081,sustain,0.8035318078480217,3778.7192743764167,3553.3231746031743
Da Da Da 90s.MP3,/home/pwn/Music/Musica xioami/Music/80music/Disco De Los 90s - Exitos En Ingles/Da Da Da 90s.MP3,Da Da Da 90s,237.9522902494331,135.99917763157896,0.3339461982250213,1.0,0.140225350856781,0.2836731035682184,20.67345821045652,0.5691342949867249,5.656596112561294,0.0,0.505263157894737,1.0,0.6942876525749834,0.7756737080268864,0.5063518615102324,0.6982397707240658,0.7017602292759342,0.30176022927593416,0.6724360098050053,sustain,0.8027575141726295,4016.67156462585,3778.7192743764167
Oh La La La.MP3,/home/pwn/Music/Musica xioami/Music/80music/Disco De Los 90s - Exitos En Ingles/Oh La La La.MP3,Oh La La La,213.1330612244898,129.19921875,0.3733463585376739,1.0,0.1009333208203315,0.2770793202420601,22.58529640849612,0.4858186542987823,5.147019395759284,0.0,0.46285714285714286,1.0,0.6718058824516492,0.6936665604889279,0.5924394512781389,0.679116869519606,0.720883130480394,0.32088313048039396,0.6836997199053995,sustain,0.8018665797510822,4229.80462585034,4016.6715646258504
If You Leave Me Now 90s.MP3,/home/pwn/Music/Musica xioami/Music/80music/Disco De Los 90s - Exitos En Ingles/If You Leave Me Now 90s.MP3,If You Leave Me Now 90s,363.2233106575964,129.19921875,0.3977058827877044,1.0,0.0998136922717094,0.2537047485013187,21.65739047855526,0.4700105190277099,5.115310459111753,0.0,0.46285714285714286,1.0,0.5921093375982555,0.6885635811725943,0.6456639233091468,0.6829681785063455,0.7170318214936545,0.3170318214936545,0.6775042206347329,sustain,0.799689803783378,4593.027936507937,4229.80462585034
20 Min - Lil Uzi Vert.m4a,/home/pwn/Music/Musica xioami/Music/bass english/20 Min - Lil Uzi Vert.m4a,20 Min   Lil Uzi Vert,220.59972789115648,123.046875,0.4402949810028076,1.0,0.0983970537781715,0.240397262221575,22.76660647945536,0.5759190320968628,4.768818212319169,0.0,0.4244897959183674,1.0,0.5467369265465065,0.6328019267119993,0.7387191999027678,0.6707418305225532,0.7292581694774468,0.3292581694774468,0.6854653777104244,sustain,0.799575958835276,4813.627664399093,4593.027936507937
Sha La La La.mp3,/home/pwn/Music/Musica xioami/Music/80music/Disco De Los 90s - Exitos En Ingles/Sha La La La.mp3,Sha La La La,213.4204081632653,123.046875,0.4558840990066528,1.0,0.0952374786138534,0.2423771470835169,21.902278260220992,0.4396243691444397,4.268570226438189,0.0,0.4244897959183674,1.0,0.5534874238156943,0.552296069534762,0.77278072617345,0.6577584826878748,0.7422415173121252,0.34224151731212515,0.6930511243658001,sustain,0.7989340676946299,5027.048072562358,4813.627664399093
"MISS THE RAGE - XAE.Miami, Mario Judah.m4a","/home/pwn/Music/Musica xioami/Music/bass english/MISS THE RAGE - XAE.Miami, Mario Judah.m4a","MISS THE RAGE   XAE.Miami, Mario Judah",236.90013605442172,151.99908088235293,0.3910360932350158,1.0,0.2660176455974579,0.2349416118995487,22.25254709501195,0.8582400679588318,4.567325363424182,0.0,0.6050420168067226,1.0,0.52813566679226,0.6003753003722504,0.6310907311623692,0.699542782923134,0.700457217076866,0.300457217076866,0.6620415706524583,sustain,0.7970420555607285,5263.94820861678,5027.048072562358
Abracadabra.MP3,/home/pwn/Music/Musica xioami/Music/80music/Disco De Los 90s - Exitos En Ingles/Abracadabra.MP3,Abracadabra,327.93532879818594,129.19921875,0.3958143889904022,0.9366695582866668,0.0918933525681495,0.3244519245694754,21.88055678552737,0.3850232064723968,4.482591141940215,0.0,0.46285714285714286,0.9264541905139028,0.8333246870516676,0.5867388613952915,0.641531093879557,0.6364839024712905,0.7635160975287095,0.3635160975287095,0.6955723692120556,sustain,0.7919369825157496,5591.883537414966,5263.94820861678
"Ski - Young Stoner Life, Young Thug, Gunna.m4a","/home/pwn/Music/Musica xioami/Music/bass english/Ski - Young Stoner Life, Young Thug, Gunna.m4a","Ski   Young Stoner Life, Young Thug, Gunna",154.5055782312925,123.046875,0.3735401332378387,1.0,0.1852900981903076,0.2843789102045082,22.08414264561484,0.6185060739517212,4.427024628043283,0.0,0.4244897959183674,1.0,0.696694128760763,0.5777964369220668,0.5928628403395746,0.6463897630115729,0.7536102369884271,0.3536102369884271,0.6887548790472882,sustain,0.7918088326330022,5746.389115646259,5591.883537414966
La Suavecita - La Sonora Dinamita.mp3,/home/pwn/Music/Musica xioami/Music/80music/Cumbias Oldies - Exitos/La Suavecita - La Sonora Dinamita.mp3,La Suavecita   La Sonora Dinamita,234.65795918367348,95.703125,0.3961942791938782,1.0,0.0577310696244239,0.3015997103285365,24.52587031618681,0.3526389598846435,4.585397417343872,0.0,0.253968253968254,1.0,0.7554091411562123,0.6032836702864155,0.6423611369995385,0.6133876533881222,0.7866123466118778,0.3866123466118778,0.7095595399087938,sustain,0.7910907853005252,5981.047074829932,5746.389115646259
El Colesterol - Fito Olivares.mp3,/home/pwn/Music/Musica xioami/Music/80music/Cumbias Oldies - Exitos/El Colesterol - Fito Olivares.mp3,El Colesterol   Fito Olivares,198.93659863945572,92.28515625,0.4265741407871246,1.0,0.1341821551322937,0.2785445759342467,23.329224494660043,0.7844732999801636,4.63966915244593,0.0,0.2326530612244898,1.0,0.6768017308158141,0.6120177235524025,0.7087397771190639,0.6158816381740279,0.7841183618259722,0.38411836182597214,0.7059900024780127,sustain,0.7899466567564188,6179.983673469388,5981.047074829932
